,gene,modcts,modlist
611,UBA52,0.06865816223832528,"[Phosphorylation on T], [Phosphorylation on T], [Glutarylation on K], [Phosphorylation on T], [Phosphorylation on T], [Hydroxylation on P], [Methylation on K], [Acetylation on K], [Glutarylation on K], [Glutarylation on K]"
612,GON7,0.025877643132806355,"[Trimethylation on K], [N-acetylmethionine on M]"
613,TRIM56,0.006971070059254096,[Acetylation on X]
614,ABCE1,0.0,
615,SND1,0.0016906170752324597,[N-acetylalanine on A]
616,LBR,0.0,
617,TCP1,0.0,
618,ARVCF,0.0,
619,NUTF2,0.010498687664041995,[Trimethylation on K]
620,KPNB1,0.004506128334534967,"[N-acetylmethionine on M], [Hydroxylation on N], [Dimethylation on R]"
621,ANXA6,0.0025618691397243432,"[Hydroxylation on K], [Hydroxylation on K]"
622,PSMD3,0.0034048348655090228,[Citrullination on R]
623,PDXP,0.007344300822561692,[Phosphorylation on S]
624,SF3B1,0.0,
625,TCOF1,0.00292192613370734,[Phosphoserine on S]
626,ATP6V1B2,0.003993769719237989,[Hydroxylation on P]
627,ZNF185,0.003819417920708884,[Phosphorylation on S]
628,TUBA8,0.0436852964980959,"[Phosphorylation on T], [Methylation on R], [Dimethylation on R], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Hydroxylation on K], [Methylation on R], [Phosphorylation on T], [Methylation on R], [Dimethylation on R], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Hydroxylation on K], [Methylation on R]"
629,MRPL28,0.0,
630,PSMD1,0.0023318176518596244,[Citrullination on R]
631,NAGK,0.005191029900332226,[N-acetylalanine on A]
632,RBM42,0.00744047619047619,[N-acetylalanine on A]
634,ALKBH8,0.0,
635,TOMM22,0.011936022917164,[N-acetylalanine on A]
636,LEMD3,0.005227118289686895,[N-acetylalanine on A]
637,CYC1,0.0,
638,PRDX3,0.0,
639,MAGEA4,0.0,
640,XPO5,0.004614248800295312,"[N-acetylalanine on A], [Hydroxylation on P]"
641,SRP72,0.0030414550320873503,[N-acetylalanine on A]
642,RPS21,0.03346720214190094,"[N-acetylmethionine on M], [Nitrosylation on C]"
643,KLC1,0.0,[Phosphorylation on S]
644,KLC2,0.0030917635419243136,[Phosphoserine on S]
645,NECAP2,0.009749439407234085,[Acetylation on X]
646,SBDS,0.008333333333333333,[N-acetylserine on S]
647,MAEA,0.0,
648,DDB1,0.001906941266209001,[Acetylation on K]
649,NDUFA10,0.0,
650,PPP1R7,0.004873294346978558,[Hydroxybutyrylation on K]
651,UFL1,0.004062728528479727,[N-acetylalanine on A]
652,LRPPRC,0.0025170530343074328,"[Hydroxylation on P], [Hydroxylation on P]"
653,MCCC2,0.004130695196001487,[Hydroxylation on K]
654,LRP1,0.0,
655,CYB5B,0.015503875968992248,"[Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P]"
656,SYMPK,0.0,
657,PDLIM5,0.005992329817833174,[N-acetylserine on S]
658,PSMA5,0.007154099298898269,[Phosphoserine on S]
659,TPP2,0.002163893276783589,[N-acetylalanine on A]
660,ATIC,0.0022522522522522522,[N-acetylmethionine on M]
661,HNRNPK,0.029169641551178738,"[Methylation on R], [Hydroxylation on P], [Methylation on K], [Acetylation on K], [Omega-N-methylarginine on R], [Phosphorylation on S], [Hydroxylation on N], [Acetylation on K], [Methylation on R], [Hydroxylation on P], [Methylation on K], [Acetylation on K], [Phosphorylation on S]"
662,PEA15,0.038461538461538464,"[Hydroxylation on K], [Acetylation on K], [Phosphoserine on S]"
663,OAT,0.0,
665,POLD1,0.0,
666,PSMA7,0.0,
668,PPP2R1A,0.014892919905876746,"[Acetylation on K], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P]"
669,NARS,0.0,
670,EPRS,0.0045612114577631814,"[Acetylation on X], [Hydroxylation on K], [Hydroxylation on P], [Hydroxylation on N]"
671,CAPZA1,0.0,
672,HNRNPR,0.00734780851611007,"[Hydroxylation on N], [Methylation on R]"
673,TBCE,0.003450060376056581,[N-acetylserine on S]
674,GBE1,0.003165558721114277,[Formylation on K]
675,RCC2,0.0,
677,TBL1XR1,0.004988526389304599,[N-acetylserine on S]
678,DCTN2,0.005305884225606197,[Hydroxylation on N]
679,DDX21,0.006841817186644773,"[Phosphoserine on S], [Phosphoserine on S], [Hydroxylation on P]"
680,HK1,0.004451071595486613,"[Methylation on K], [Phosphorylation on S]"
681,FLII,0.0020737422753100243,[N-acetylmethionine on M]
682,NUP35,0.006014675808973896,[Acetylation on X]
683,ACAA2,0.0,
684,AHNAK2,0.002809157854606016,"[Phosphorylation on S], [Phosphorylation on S], [Hydroxylation on P], [Methylation on K], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P]"
685,MLH1,0.004133597883597884,[N-acetylserine on S]
686,PFKP,0.0,
687,LIMA1,0.007984988222142372,"[Phosphorylation on T], [Phosphorylation on S]"
688,WDR33,0.003939489442168295,[Phosphorylation on S]
689,ASS1,0.010328444536252842,"[Dimethylation on K], [Phosphothreonine on T]"
690,ELAVL1,0.006390593047034765,[N-acetylserine on S]
692,PDHA1,0.019194393182520544,"[Phosphoserine on S], [Phosphorylation on S], [Phosphorylation on S]"
693,SFXN3,0.010742292405199269,"[Acetylation on X], [N-acetylmethionine on M], [Acetylation on X], [N-acetylmethionine on M]"
694,HNRNPH1,0.013919821826280623,"[N-acetylmethionine on M], [N-acetylmethionine on M], [Hydroxylation on N]"
695,POLA1,0.0,
696,SART1,0.007142857142857143,"[Acetylation on K], [Phosphoserine on S]"
697,UAP1,0.0,
698,ETF1,0.0,
699,PPP1R8,0.007305135510263716,[Acetylation on X]
700,SEC31A,0.0021587328695912753,"[Phosphorylation on S], [Phosphorylation on S]"
701,KIF22,0.004850836769342712,[Citrullination on R]
702,UTP15,0.004196743327178109,[N-acetylalanine on A]
703,PFAS,0.0,
704,NSUN2,0.0,
705,KARS,0.0029911462072266092,[N-acetylalanine on A]
706,FTSJ3,0.004216562658121099,[Methylation on R]
707,DLD,0.0,
708,XPNPEP1,0.0,
709,ARID1A,0.0025743338911056765,[N-acetylalanine on A]
710,SMCHD1,0.0013479813978567094,[Methylation on R]
711,OSBPL10,0.0,
713,CAP2,0.0,
714,P3H3,0.0,
715,LRCH4,0.0,
716,UQCRFS1,0.022344704305079698,"[Hydroxylation on P], [Hydroxylation on P], [Malonylation on K]"
717,PEPD,0.004139586869230451,[N-acetylalanine on A]
718,C9orf64,0.005533115697449234,[N-acetylmethionine on M]
719,NME1,0.0,
720,NME1-NME2,0.04055515501081471,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on N], [Formylation on K], [Methylation on K], [Hydroxylation on K], [Formylation on K], [Acetylation on K], [Hydroxylation on P]"
721,GOLGA4,0.0053811659192825115,"[Phosphoserine on S], [Malonylation on K], [Acetylation on K]"
722,AKR1A1,0.005215123859191656,[N-acetylalanine on A]
723,MTCH2,0.006227037798119435,[N-acetylalanine on A]
724,DAP3,0.004652894100130281,[Hydroxylation on P]
725,NUP107,0.0,
726,PGD,0.010527423939362037,"[Citrullination on R], [Hydroxylation on P], [Crotonylation on K]"
727,NOTCH2,0.0,
728,SIN3A,0.0,
729,AKR1C3,0.0,
730,SH3BP4,0.004153686396677051,[Phosphorylation on S]
731,HS1BP3,0.008503401360544218,[N-acetylmethionine on M]
732,ENAH,0.004338583018786064,[Hydroxylation on P]
733,QARS,0.001040582726326743,[N-acetylalanine on A]
734,SRP68,0.0,
735,KDM1A,0.0,
736,CHORDC1,0.00412609341475491,[N-acetylalanine on A]
737,ACAA1,0.0,
738,CYB5R3,0.004885675200312683,[Hydroxylation on P]
739,SARS,0.0,
740,ARID4B,0.0,
741,STK10,0.0,
742,NCAPD2,0.005098399102681758,"[Acetylation on X], [Hydroxylation on P], [Hydroxylation on N]"
743,FDXR,0.0,
744,EXOSC10,0.002054442732408834,[Citrullination on R]
745,RECQL,0.0,
746,ATP2B4,0.0,
747,SRSF1,0.02733734281027884,"[Asymmetric dimethylarginine on R], [Omega-N-methylarginine on R], [Omega-N-methylarginine on R], [Asymmetric dimethylarginine on R]"
748,BAG2,0.0,
749,PSMD13,0.0,
750,PHB,0.0,
751,EIF3M,0.004531858968548899,[N-acetylserine on S]
752,ABLIM1,0.00571118573374866,"[Methylation on K], [Phosphoserine on S], [Methylation on K], [Phosphoserine on S]"
753,GTF2E1,0.007854842510407667,[N-acetylalanine on A]
754,SRM,0.005094243504839531,[N-acetylmethionine on M]
755,DHX8,0.011177347242921014,"[Acetylation on X], [Hydroxylation on K], [Hydroxylation on N]"
756,DRG2,0.0,
757,SF3A3,0.005544466622310933,[N-acetylmethionine on M]
758,ACTR1A,0.0045854732208363905,[N-acetylmethionine on M]
759,CDH2,0.0,
760,CLIC1,0.035164216892889795,"[N-acetylalanine on A], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on N]"
761,PSMC4,0.007843752451172642,"[N-acetylmethionine on M], [Hydroxylation on P]"
762,LRRC59,0.0,
763,CAP1,0.0121246772512341,"[N-acetylalanine on A], [Phosphorylation on S], [Acetylation on K], [Phosphorylation on S], [Acetylation on K]"
764,ACTR2,0.00619041723412158,[Hydroxylation on N]
765,AIMP1,0.0,
766,SIPA1L1,0.0036954915003695487,[Phosphoserine on S]
767,HSPA6,0.012960082944530845,"[Hydroxylation on P], [Omega-N-methylarginine on R]"
769,ACTA1,0.06947660954145438,"[Hydroxylation on K], [Acetylation on K], [Methylation on K], [Hydroxylation on P], [Tele-methylhistidine on H], [Hydroxylation on N], [Carboxylation on D], [Dimethylation on K], [Crotonylation on K], [Acetylation on K], [Hydroxylation on P], [Hydroxylation on P]"
770,ACTC1,0.08689289307600842,"[Hydroxylation on K], [Acetylation on K], [Methylation on K], [Trimethylation on K], [Hydroxylation on P], [Carboxylation on E], [Tele-methylhistidine on H], [Hydroxylation on N], [Carboxylation on D], [Crotonylation on K], [Acetylation on K], [Dimethylation on K], [Hydroxylation on P], [Formylation on K], [Nitrosylation on C], [Hydroxylation on N], [Nitrosylation on Y], [Hydroxylation on P], [Hydroxylation on P]"
771,PATL1,0.005411255411255411,[Hydroxylation on K]
772,GARS,0.0,
773,SRPRB,0.0,
774,NANS,0.0,
775,UHRF1,0.004503693028283192,"[Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P]"
776,STOML2,0.0,
777,HDAC2,0.0,
778,DPH2,0.009738046547862499,[N-acetylmethionine on M]
779,GSPT2,0.0,
780,CBX3,0.011384335154826957,[Hydroxylation on K]
781,BANF1,0.04993757802746567,"[Hydroxylation on P], [Acetylation on K]"
782,CSRP1,0.0076196281621456865,[Phosphoserine on S]
783,PSMD2,0.003337338139100254,"[Citrullination on R], [Acetylation on K]"
784,RPL30,0.0,
785,ARHGAP1,0.0,
786,NOP56,0.0029025891094856615,[Phosphoserine on S]
787,CALU,0.005473453749315818,[Hydroxylation on P]
788,MRPS27,0.0,
789,SF3A1,0.0,
790,SLC3A2,0.0031746031746031746,[N-acetylmethionine on M]
791,TARS,0.009377124504770613,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P], [Acetylation on K]"
792,MAPRE1,0.005487269534679543,[N-acetylalanine on A]
794,CDCA2,0.004654843364520784,[Phosphoserine on S]
795,CALM1,0.07193677338907836,"[Butyrylation on K], [Butyrylation on K], [Hydroxylation on N], [Dimethylation on K], [Butyrylation on K], [N6,N6,N6-trimethyllysine on K], [N-acetylalanine on A], [Butyrylation on K], [Phosphotyrosine on Y], [Hydroxylation on N], [Dimethylation on K], [N6,N6,N6-trimethyllysine on K], [Butyrylation on K]"
796,CALM2,0.07829977628635346,"[N-acetylalanine on A], [Butyrylation on K], [Phosphotyrosine on Y], [Hydroxylation on N], [Dimethylation on K], [N6,N6,N6-trimethyllysine on K], [Butyrylation on K]"
797,CALM3,0.07829977628635346,"[N-acetylalanine on A], [Butyrylation on K], [Phosphotyrosine on Y], [Hydroxylation on N], [Dimethylation on K], [N6,N6,N6-trimethyllysine on K], [Butyrylation on K]"
798,ILF2,0.0,
799,RAB1B,0.009045680687471733,[Acetylation on K]
800,TEX10,0.0,
801,OSBPL9,0.005661231884057972,[N-acetylalanine on A]
802,GNL3,0.0,
803,NF1,0.0,
804,CHD4,0.0015342637838834596,"[Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q]"
805,NOL11,0.0,
806,TXNDC5,0.0,
807,HSD17B10,0.0,
808,CCNDBP1,0.023148148148148147,[N-acetylalanine on A]
809,RUVBL1,0.003322700691121744,[Hydroxylation on P]
810,HDLBP,0.0007583110895413735,[N-acetylserine on S]
812,MCM4,0.002430172037298939,"[Hydroxylation on P], [Hydroxylation on P]"
813,UBE2Z,0.007634753397465262,[Butyrylation on K]
814,MCM3,0.005380972879896685,"[N-acetylalanine on A], [Phosphoserine on S]"
815,EXOSC3,0.006493506493506494,[N-acetylalanine on A]
817,NUP85,0.0044835007173601145,[N-acetylmethionine on M]
818,PPIL3,0.013502565487442613,[N-acetylserine on S]
819,SAFB,0.0036429872495446266,[N-acetylalanine on A]
820,FCHO2,0.01665001665001665,[HexNAc on T]
821,TPM1,0.0,
822,TPM3,0.003918495297805643,[Acetylation on X]
823,TIMP1,0.0,
825,CALR,0.02503571550846649,"[Acetylation on K], [Acetylation on K], [Hydroxylation on K], [Formylation on K], [Hydroxylation on P], [Acetylation on K], [Hydroxylation on K], [Formylation on K], [Hydroxylation on P]"
826,RPE,0.0,
827,AUP1,0.01016260162601626,[N-acetylmethionine on M]
828,SSB,0.004154204054503157,[Phosphoserine on S]
829,NUP133,0.00254427030327702,[N-acetylmethionine on M]
830,MGST3,0.0,
831,SYNPO,0.0033638320775026915,[Phosphoserine on S]
832,EMC1,0.0,
833,MED28,0.015605493133583021,[Acetylation on X]
834,FARSA,0.004279356384799726,[N-acetylalanine on A]
835,KIF23,0.0,
836,BRD8,0.006482561908466226,"[Phosphorylation on T], [Phosphorylation on T], [Phosphorylation on T]"
837,CSE1L,0.0021017675865402804,[Hydroxylation on P]
839,CTSB,0.0,
840,GSS,0.0043055196762249205,[N-acetylalanine on A]
841,EIF4A3,0.004590735894963963,[N-acetylalanine on A]
842,OGT,0.0,
843,PNKP,0.011217835234950244,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on P]"
844,PAFAH1B3,0.005622083544161466,[N-acetylserine on S]
845,XPO1,0.0,
846,DOHH,0.005912961210974456,[N-acetylmethionine on M]
847,MACF1,0.0010181744132769944,"[Citrullination on R], [Citrullination on R], [Citrullination on R], [Citrullination on R], [Citrullination on R], [Citrullination on R]"
848,UBAP2L,0.0,
849,SNRPD2,0.012462612163509473,[N-acetylserine on S]
850,PSMB1,0.0,
851,WBP11,0.004457321149988857,[Hydroxylation on P]
852,TSNAX,0.0,
853,SAR1A,0.0,
854,LIG1,0.0,
855,RAD50,0.0,
856,H2AFX,0.01840264998159735,[Hydroxylation on P]
858,CWC15,0.01898614011771407,[N-acetylthreonine on T]
859,VPS28,0.011036309458117205,[N-acetylmethionine on M]
860,LZTFL1,0.00929022668153103,[Acetylation on X]
861,PABPC1,0.0,
862,LSM14B,0.0,
863,LAP3,0.0,
864,HNRNPF,0.011754334410813987,"[N-acetylmethionine on M], [N-acetylmethionine on M]"
865,FKBP3,0.017857142857142856,"[N-acetylalanine on A], [Hydroxylation on P]"
866,CTSD,0.0,
868,WDR7,0.008389261744966443,[Acetylation on X]
869,IARS,0.0015238327441180056,[N-acetylmethionine on M]
870,BRIX1,0.0,
871,NOB1,0.0,
872,SYNCRIP,0.005424444319365163,"[Methylation on R], [N-acetylalanine on A], [Methylation on R]"
873,ALDH18A1,0.002373323840037973,[Acetylation on K]
874,BCAT1,0.006476683937823834,[ADP-ribosylation on S]
875,PSME4,0.0018710124048122439,[Methylation on R]
876,RPA3,0.024307243558580455,"[N-acetylvaline on V], [Hydroxylation on N]"
877,TIPRL,0.006027000964320154,[HexNAc on S]
878,TJP2,0.0,
879,LARP1,0.002339509638779712,[N-acetylalanine on A]
880,KIF2C,0.0,
881,DKC1,0.0076295109483482115,"[N-acetylalanine on A], [Hydroxylation on K]"
882,FBL,0.005877858108505261,[Phosphoserine on S]
883,TCAF1,0.008352125615969264,[ADP-ribosylation on S]
884,BIRC6,0.0,
885,TWF1,0.005012531328320802,[N-acetylserine on S]
886,TOP3B,0.0,
887,TUT1,0.0,
890,USP24,0.0,
891,MRPS31,0.0,
892,HNRNPA1,0.03840245775729647,"[Acetylation on X], [Phosphoserine on S], [Citrullination on R], [Methylation on K], [Hydroxylation on K], [Phosphoserine on S], [Carboxylation on E], [Methylation on R], [Hydroxylation on K], [Citrullination on R]"
893,NUDCD1,0.003430531732418525,[Acetylation on X]
894,ATG2A,0.0,
895,RNPEP,0.003076923076923077,[N-acetylalanine on A]
896,PRDX1,0.012721837033267604,"[Hydroxylation on N], [Hydroxylation on P]"
897,RBM3,0.009799118079372856,[Omega-N-methylarginine on R]
898,PGAM1,0.03192168546499255,"[Hydroxylation on P], [Acetylation on K], [Hydroxylation on P], [Acetylation on K], [Hydroxylation on P], [Hydroxylation on N]"
899,CAST,0.0,
900,DDX19B,0.004032990814721917,"[Hydroxylation on P], [Hydroxylation on P]"
901,MTMR3,0.0,
902,PC,0.0,
903,GIGYF2,0.006158583525789068,"[N-acetylalanine on A], [Omega-N-methylarginine on R]"
904,PDLIM7,0.0037087861143047882,[HexNAc on S]
905,S100A10,0.018409425625920472,[Hydroxylation on P]
906,RANBP1,0.038270187523918864,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on K], [Hydroxylation on N], [Hydroxylation on P]"
907,SNRPB,0.010416666666666666,[Omega-N-methylarginine on R]
908,SF3B4,0.013873473917869035,[Hydroxylation on P]
909,CANX,0.004968203497615262,"[Hydroxylation on P], [Hydroxylation on K], [Phosphoserine on S]"
910,PSMB3,0.008410428931875526,[N-acetylserine on S]
911,CBX1,0.0,
912,LSM3,0.02450980392156863,[N-acetylalanine on A]
913,IPO9,0.0033124648050614465,[N-acetylalanine on A]
914,UBQLN2,0.0,
915,ECHS1,0.006157635467980295,[Hydroxylation on P]
916,BSG,0.012234142668925278,"[Hydroxylation on K], [Hydroxylation on K]"
917,RANBP6,0.005027652086475615,[Hydroxylation on N]
918,CORO1B,0.0,
919,GLRX,0.014513788098693758,[N-acetylalanine on A]
920,SNRPB2,0.0103359173126615,[Acetylation on X]
921,UBE2N,0.011343012704174229,[Acetylation on K]
922,GLOD4,0.006869075422448138,[Hydroxylation on K]
923,ATAD2,0.002480774001488464,[Hydroxylation on P]
924,EIF3L,0.0,
925,PGM2,0.0036310820624546117,[Hydroxylation on N]
926,PLAA,0.0011866619200189864,[Hydroxylation on N]
927,RNH1,0.007747133560582584,"[N-acetylserine on S], [Hydroxylation on P]"
928,CFL1,0.05414918099363747,"[N-acetylalanine on A], [Hydroxylation on P], [Hydroxylation on K], [Methylation on K], [Formylation on K], [Hydroxylation on P], [Hydroxylation on P], [Acetylation on K]"
929,COPZ1,0.013550861008488128,"[N-acetylmethionine on M], [N-acetylmethionine on M]"
930,DCAF1,0.0,
932,RAB1A,0.008869179600886918,[Acetylation on K]
933,HMOX2,0.0189873417721519,"[N-acetylserine on S], [Carboxylation on E], [Dimethylation on R]"
934,RPL10A,0.008694896095991653,[N6-acetyllysine on K]
935,PSMC5,0.007037297677691767,"[N-acetylalanine on A], [Hydroxylation on K]"
936,ZC3H15,0.0071133873950775355,[Hydroxylation on K]
937,SLC38A2,0.0,
938,SLC39A14,0.0,
939,SUN2,0.0,
940,PPM1G,0.0,
941,PPP1CC,0.02343104570527317,"[N-acetylalanine on A], [Trimethylation on K], [Hydroxylation on P], [Hydroxylation on N], [N-acetylalanine on A], [Trimethylation on K], [Hydroxylation on P], [Hydroxylation on N]"
942,PPP1CA,0.01063264221158958,"[Hydroxylation on P], [Hydroxylation on N]"
943,PPP1CB,0.0163826998689384,"[N-acetylalanine on A], [Hydroxylation on P], [Hydroxylation on N]"
944,RAD23B,0.0,
945,NSFL1C,0.005299417064122946,[Phosphoserine on S]
946,PCBP2,0.0,
947,CFL2,0.06178560395427866,"[N-acetylalanine on A], [Hydroxylation on K], [Methylation on K], [Formylation on K], [Hydroxylation on P], [Hydroxylation on P], [Acetylation on K], [Formylation on K]"
948,SDCBP,0.004415400918403391,[N-acetylserine on S]
949,VPS35,0.0,
950,LAMTOR5,0.01277791975466394,[N-acetylmethionine on M]
951,PKN2,0.002674368848951647,[Acetylation on K]
952,S100A2,0.03759398496240601,[Acetylation on X]
953,SMARCA2,0.0,
954,API5,0.005952755552834133,"[Formylation on K], [Formylation on K]"
955,ABRACL,0.03429355281207133,[N-acetylmethionine on M]
956,P4HB,0.0013670166229221349,[Hydroxylation on P]
958,NAP1L1,0.023900595458429874,"[Acetylation on X], [Hydroxylation on N], [Acetylation on X], [Hydroxylation on N], [Acetylation on X], [Hydroxylation on N]"
959,POGZ,0.006167129201356768,"[Phosphorylation on S], [Phosphorylation on S]"
960,CALB2,0.0,
961,ZW10,0.0024686481682630592,[N-acetylalanine on A]
962,RPL12,0.0,
963,SMG1,0.0,
964,STRIP1,0.006637461834594452,[N-acetylmethionine on M]
965,HDGF,0.022222222222222223,"[Crotonylation on K], [Hydroxylation on N], [Hydroxylation on P], [Phosphoserine on S]"
966,VRK2,0.0,
967,WDR82,0.0,
968,NDUFV1,0.010100828421471926,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on P]"
969,PTPN1,0.004337453914552158,[N-acetylmethionine on M]
970,PSMA3,0.008912655971479501,[N-acetylserine on S]
971,SEC13,0.013802622498274672,"[N-acetylvaline on V], [Acetylation on X]"
972,HSPA9,0.002454590083456063,[Hydroxylation on P]
973,PITPNB,0.0,
974,ZMPSTE24,0.0,
975,PPP6R3,0.0,
976,KPNA5,0.0,
977,KPNA6,0.0,
978,KPNA1,0.0,
979,HIBADH,0.0,
980,PPIB,0.008122157244964262,[Hydroxylation on N]
981,DECR1,0.007654037504783773,[N6-succinyllysine on K]
982,DNAJC9,0.008012820512820514,[Phosphoserine on S]
983,DOK1,0.00693000693000693,[N-acetylmethionine on M]
984,MCM5,0.0,
985,GNPNAT1,0.008491847826086956,[Acetylation on X]
986,PREP,0.0032010243277848915,[N-acetylmethionine on M]
987,EIF2A,0.0,
988,TMOD3,0.0,
989,POLR2B,0.00236607987885671,[N6-methyllysine on K]
990,PABPC4,0.005441696723861763,"[ADP-ribosylation on S], [ADP-ribosylation on S], [Dimethylated arginine on R]"
991,APAF1,0.0,
992,AKAP8L,0.006191950464396285,[Phosphorylation on T]
993,LARS,0.003955070400253125,"[Hydroxylation on P], [Hydroxylation on P]"
994,TOM1,0.012703252032520325,"[N-acetylmethionine on M], [Hydroxylation on P]"
995,TLN2,0.0018732906223071445,[Methylation on K]
996,SRP54,0.004049238743116294,[Methylation on K]
997,PMPCB,0.0,
998,TGM2,0.006770251514843776,"[N-acetylalanine on A], [Hydroxylation on N]"
999,ZPR1,0.007027900766041184,[Acetylation on X]
1000,OXSR1,0.003872516748634938,[N-acetylserine on S]
1001,NDUFS1,0.0,
1002,PLOD3,0.0,
1003,COPG1,0.0,
1004,PBRM1,0.0,
1005,HMGB1,0.03502273247636804,"[Hydroxylation on N], [Methylation on K], [Formylation on K], [Hydroxylation on N], [Methylation on K], [Formylation on K]"
1006,MPP6,0.0,
1007,RRM2,0.0048503662026483,[Phosphoserine on S]
1008,EPPK1,0.0,
1009,ARMC8,0.00646036565669617,[N-acetylalanine on A]
1010,ZNF326,0.01145475372279496,"[Acetylation on X], [Omega-N-methylarginine on R]"
1011,PDXK,0.0,
1012,MALT1,0.00713877784123358,[N-acetylserine on S]
1013,SEC24C,0.0026884611248521348,[Hydroxylation on P]
1014,CFAP36,0.009714034011999374,"[Phosphorylation on T], [Phosphorylation on T]"
1015,DDX39A,0.0,
1016,CASP7,0.0,
1017,CLTCL1,0.0040650406504065045,[Hydroxylation on N]
1018,IPO4,0.002312673450508788,[N-acetylmethionine on M]
1019,WASF2,0.009127418765972983,[Hydroxylation on K]
1020,CCDC6,0.004057124310288867,[Phosphorylation on S]
1021,DPP3,0.00294967848504513,[N-acetylalanine on A]
1022,CDK1,0.03571064177124783,"[Phosphorylation on T], [Phosphorylation on Y], [Phosphothreonine on T], [Phosphothreonine on T], [Citrullination on R], [N6-succinyllysine on K], [Phosphoserine on S]"
1023,TPX2,0.0,
1024,SUCLA2,0.004591368227731864,"[Methylation on K], [Methylation on K], [Methylation on K]"
1025,CORO1C,0.0,
1026,DDX10,0.003657870685106536,"[Phosphorylation on S], [Phosphorylation on S]"
1027,RPL4,0.004258037044922291,[Citrullination on R]
1028,SPDL1,0.011806375442739079,[N-acetylmethionine on M]
1029,SUGT1,0.004214963119072708,[N-acetylalanine on A]
1030,NIFK,0.018283764017552412,"[N-acetylalanine on A], [Acetylation on K], [Phosphorylation on T]"
1031,TNPO1,0.0,
1032,SUPT16H,0.004897999167340142,"[N-acetylalanine on A], [Hydroxylation on P]"
1033,HSF1,0.007876496534341526,[N-acetylmethionine on M]
1034,NUP153,0.0,
1035,EIF2D,0.0,
1036,PSAT1,0.0,
1037,DBNL,0.0,
1038,GTF2F1,0.008791981712678037,[N-acetylalanine on A]
1039,PLOD1,0.0,
1040,CLK3,0.01044932079414838,[Phosphoserine on S]
1041,RAB6A,0.0,
1042,STRN,0.0,
1043,EMG1,0.006403688524590164,[N-acetylalanine on A]
1044,CNN3,0.012002816327894808,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on P]"
1045,CAT,0.0,
1046,PAPSS1,0.004856254856254857,[N-acetylmethionine on M]
1047,IPO8,0.0,
1049,CPNE3,0.0,
1050,PI4K2A,0.0,
1051,EIF2B5,0.008668515950069348,"[N-acetylalanine on A], [Phosphoserine on S]"
1052,PIN1,0.0,
1053,RPL7,0.03665689149560117,"[N-acetylmethionine on M], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on K]"
1054,ARHGAP29,0.007552584872172501,"[Phosphorylation on S], [Phosphoserine on S]"
1055,RBM19,0.0,
1056,EIF3D,0.0,
1057,SLC25A24,0.0,
1058,MYH14,0.0043587228941920015,"[N-acetylalanine on A], [Hydroxylation on P]"
1059,GSTP1,0.04456691841872491,"[Hydroxylation on P], [Methylation on K], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K]"
1060,PARD3,0.00386970478474127,"[Phosphorylation on S], [Phosphorylation on S]"
1061,LRWD1,0.005519982336056525,[Phosphorylation on T]
1062,DR1,0.01721763085399449,[N-acetylalanine on A]
1063,ATG4B,0.007951653944020356,[N-acetylmethionine on M]
1064,HMGA1,0.023364485981308414,[N6-acetyllysine on K]
1065,CIT,0.0,
1066,TMSB10,0.06684491978609625,"[N-acetylalanine on A], [N6-acetyllysine on K]"
1067,DOCK5,0.0,
1068,SUMO1,0.045004500450045004,"[N-acetylserine on S], [Phosphorylation on T]"
1069,NUP205,0.0017138548022211557,[N-acetylalanine on A]
1070,SMU1,0.00464123271140815,[Hydroxylation on P]
1071,DIDO1,0.002976190476190476,[Citrullination on R]
1072,NPC2,0.019477989871445264,"[Hydroxylation on P], [Hydroxylation on P]"
1073,WDR75,0.0030892801977139327,[Malonylation on K]
1074,NUF2,0.0051313628899835794,[N-acetylmethionine on M]
1075,DARS,0.0,
1076,NUDT5,0.0,
